City,LocalTime,Temperature_C,Wind_Speed_kph,Humidity,Condition
Malatya,2023-09-20 18:12,28.0,6.8,25,Partly cloudy
Manisa,2023-09-20 18:12,27.0,24.1,48,Sunny
Mardin,2023-09-20 18:12,28.3,13.3,19,Sunny
Mersin,2023-09-20 18:12,26.3,14.4,70,Sunny
Mugla,2023-09-20 18:12,21.9,3.6,38,Sunny
Mus,2023-09-20 18:12,29.0,9.0,16,Partly cloudy
Nevsehir,2023-09-20 18:12,27.0,15.1,20,Partly cloudy
Nigde,2023-09-20 18:12,16.0,3.6,41,Sunny
Ordu,2023-09-20 18:12,17.2,3.6,87,Sunny
Osmaniye,2023-09-20 18:12,23.0,7.6,75,Sunny
Rize,2023-09-20 18:12,17.9,3.6,87,Patchy rain possible
Sakarya,2023-09-20 18:12,27.0,11.2,21,Sunny
Samsun,2023-09-20 18:12,23.0,11.2,73,Partly cloudy
Siirt,2023-09-20 18:12,25.8,3.6,20,Sunny
Sinop,2023-09-20 18:12,21.2,14.8,79,Patchy rain possible
Sivas,2023-09-20 18:12,22.0,29.9,38,Partly cloudy
Sirnak,2023-09-20 18:12,27.6,8.3,15,Sunny
Tekirdag,2023-09-20 18:12,25.0,20.2,41,Sunny
Tokat,2023-09-20 18:12,28.0,6.1,37,Partly cloudy
Trabzon,2023-09-20 18:12,23.0,13.0,78,Partly cloudy
Tunceli,2023-09-20 18:12,18.0,8.3,33,Patchy rain possible
Usak,2023-09-20 18:12,29.0,13.0,13,Sunny
Van,2023-09-20 18:12,22.0,13.0,53,Partly cloudy
Yalova,2023-09-20 18:12,25.0,25.9,54,Sunny
Yozgat,2023-09-20 18:12,19.1,6.5,38,Sunny
Zonguldak,2023-09-20 18:12,24.0,15.1,61,Partly cloudy
Adana,2023-09-21 18:11,32.0,19.1,52,Sunny
Adiyaman,2023-09-21 18:11,28.2,9.4,20,Sunny
Afyonkarahisar,2023-09-21 18:11,28.0,3.6,16,Sunny
Agri,2023-09-21 18:11,14.5,5.8,46,Sunny
Aksaray,2023-09-21 18:12,19.9,10.8,21,Sunny
Amasya,2023-09-21 18:11,28.0,16.9,22,Sunny
Ankara,2023-09-21 18:12,28.0,9.0,19,Sunny
Antalya,2023-09-21 18:12,29.0,13.0,58,Sunny
Ardahan,2023-09-21 18:12,11.3,6.5,80,Patchy rain possible
Artvin,2023-09-21 18:12,24.0,6.8,78,Partly cloudy
Aydin,2023-09-21 18:12,32.0,22.0,30,Sunny
Balikesir,2023-09-21 18:12,29.0,16.9,27,Sunny
Bartin,2023-09-21 18:12,23.0,19.1,65,Partly cloudy
Batman,2023-09-21 18:12,33.0,13.0,17,Partly cloudy
Bayburt,2023-09-21 18:12,14.7,8.6,57,Sunny
Bilecik,2023-09-21 18:12,27.0,13.0,26,Sunny
Bingol,2023-09-21 18:12,18.9,5.8,36,Sunny
Bitlis,2023-09-21 18:12,26.0,6.1,24,Partly cloudy
Bolu,2023-09-21 18:12,17.1,3.6,70,Sunny
Burdur,2023-09-21 18:12,30.0,20.2,12,Sunny
Bursa,2023-09-21 18:12,27.0,13.0,26,Sunny
Canakkale,2023-09-21 18:12,27.0,20.2,48,Partly cloudy
Cankiri,2023-09-21 18:12,17.7,3.6,26,Sunny
Corum,2023-09-21 18:12,20.8,5.4,30,Sunny
Denizli,2023-09-21 18:12,30.0,20.2,12,Sunny
Diyarbakir,2023-09-21 18:12,33.0,13.0,17,Partly cloudy
Duzce,2023-09-21 18:12,17.1,3.6,70,Sunny
Edirne,2023-09-21 18:12,26.1,8.6,36,Sunny
Elazig,2023-09-21 18:12,30.0,13.0,19,Partly cloudy
Erzincan,2023-09-21 18:12,29.0,15.1,19,Partly cloudy
Erzurum,2023-09-21 18:12,23.0,13.0,20,Moderate or heavy rain with thunder
Eskisehir,2023-09-21 18:12,28.0,6.8,12,Sunny
Gaziantep,2023-09-21 18:12,32.0,3.6,18,Partly cloudy
Giresun,2023-09-21 18:12,16.9,3.6,87,Sunny
Gumushane,2023-09-21 18:12,23.0,3.6,83,Light rain
Hakkari,2023-09-21 18:12,12.0,7.6,33,Sunny
Hatay,2023-09-21 18:12,23.0,10.1,66,Sunny
Igdir,2023-09-21 18:12,27.0,4.0,30,Partly cloudy
Isparta,2023-09-21 18:12,18.9,3.6,19,Sunny
Istanbul,2023-09-21 18:12,26.0,19.1,39,Sunny
Izmir,2023-09-21 18:12,30.0,19.1,29,Sunny
Kahramanmaras,2023-09-21 18:12,24.4,4.3,24,Sunny
Karabuk,2023-09-21 18:12,16.7,6.5,51,Sunny
Karaman,2023-09-21 18:12,20.8,12.2,19,Sunny
Kars,2023-09-21 18:12,20.0,3.6,35,Partly cloudy
Kastamonu,2023-09-21 18:12,16.9,7.6,58,Sunny
Kayseri,2023-09-21 18:12,28.0,3.6,23,Sunny
Kirikkale,2023-09-21 18:12,27.0,6.8,14,Sunny
Kirklareli,2023-09-21 18:12,22.6,15.1,45,Sunny
Kirsehir,2023-09-21 18:12,29.0,9.0,18,Sunny
Kilis,2023-09-21 18:12,32.0,3.6,18,Partly cloudy
Kocaeli,2023-09-21 18:12,26.0,19.1,45,Sunny
Konya,2023-09-21 18:12,27.0,11.2,16,Sunny
Kutahya,2023-09-21 18:12,18.9,10.1,26,Sunny
Malatya,2023-09-21 18:12,29.0,6.8,22,Sunny
Manisa,2023-09-21 18:12,30.0,19.1,29,Sunny
Mardin,2023-09-21 18:12,29.6,5.0,15,Sunny
Mersin,2023-09-21 18:12,27.3,18.0,65,Sunny
Mugla,2023-09-21 18:12,22.8,5.0,31,Sunny
Mus,2023-09-21 18:12,26.0,6.1,24,Partly cloudy
Nevsehir,2023-09-21 18:12,29.0,9.0,18,Sunny
Nigde,2023-09-21 18:12,17.5,3.6,33,Sunny
Ordu,2023-09-21 18:12,16.9,3.6,87,Sunny
Osmaniye,2023-09-21 18:12,23.7,8.3,66,Sunny
Rize,2023-09-21 18:12,18.1,3.6,89,Partly cloudy
Sakarya,2023-09-21 18:12,26.0,19.1,45,Sunny
Samsun,2023-09-21 18:12,24.0,11.2,69,Partly cloudy
Siirt,2023-09-21 18:12,26.2,4.3,20,Sunny
Sinop,2023-09-21 18:12,20.9,14.8,82,Sunny
Sivas,2023-09-21 18:12,24.0,6.8,25,Partly cloudy
Sirnak,2023-09-21 18:12,29.3,6.1,15,Sunny
Tekirdag,2023-09-21 18:12,25.0,9.0,57,Partly cloudy
Tokat,2023-09-21 18:12,30.0,3.6,25,Partly cloudy
Trabzon,2023-09-21 18:12,23.0,3.6,83,Light rain
Tunceli,2023-09-21 18:12,17.9,7.2,33,Sunny
Usak,2023-09-21 18:12,28.0,15.1,16,Sunny
Van,2023-09-21 18:12,24.0,15.1,31,Partly cloudy
Yalova,2023-09-21 18:12,25.0,24.1,47,Sunny
Yozgat,2023-09-21 18:12,21.3,8.6,37,Sunny
Zonguldak,2023-09-21 18:12,23.0,19.1,65,Partly cloudy
Adana,2023-09-22 18:12,32.0,20.2,52,Sunny
Adiyaman,2023-09-22 18:12,29.3,6.1,15,Sunny
Afyonkarahisar,2023-09-22 18:12,29.0,16.9,15,Sunny
Agri,2023-09-22 18:12,15.4,5.8,49,Sunny
Aksaray,2023-09-22 18:12,20.9,11.2,21,Sunny
Amasya,2023-09-22 18:12,30.0,19.1,24,Sunny
Ankara,2023-09-22 18:12,30.0,13.0,16,Sunny
Antalya,2023-09-22 18:12,30.0,13.0,55,Sunny
Ardahan,2023-09-22 18:12,14.6,7.6,59,Sunny
Artvin,2023-09-22 18:12,25.0,6.1,74,Partly cloudy
Aydin,2023-09-22 18:12,35.0,6.8,20,Sunny
Balikesir,2023-09-22 18:12,34.0,3.6,23,Sunny
Bartin,2023-09-22 18:12,24.0,16.9,65,Partly cloudy
Batman,2023-09-22 18:12,35.0,6.8,13,Sunny
Bayburt,2023-09-22 18:12,14.5,11.5,59,Sunny
Bilecik,2023-09-22 18:12,30.0,11.2,22,Sunny
Bingol,2023-09-22 18:12,21.5,6.8,20,Cloudy
Bitlis,2023-09-22 18:12,25.6,4.0,18,Sunny
Bolu,2023-09-22 18:12,20.1,3.6,52,Sunny
Burdur,2023-09-22 18:12,30.0,19.1,17,Sunny
Bursa,2023-09-22 18:12,30.0,11.2,22,Sunny
Canakkale,2023-09-22 18:12,29.0,6.8,45,Sunny
Cankiri,2023-09-22 18:12,22.3,5.4,24,Sunny
Corum,2023-09-22 18:12,20.7,3.6,23,Sunny
Denizli,2023-09-22 18:12,30.0,19.1,17,Sunny
Diyarbakir,2023-09-22 18:12,34.0,3.6,12,Sunny
Duzce,2023-09-22 18:12,31.0,6.1,11,Sunny
Edirne,2023-09-22 18:12,28.9,17.3,33,Sunny
Elazig,2023-09-22 18:12,32.0,13.0,14,Partly cloudy
Erzincan,2023-09-22 18:12,29.0,3.6,15,Sunny
Erzurum,2023-09-22 18:12,24.0,15.1,11,Partly cloudy
Eskisehir,2023-09-22 18:12,28.0,15.1,16,Sunny
Gaziantep,2023-09-22 18:12,34.0,4.0,14,Sunny
Giresun,2023-09-22 18:12,17.1,3.6,91,Partly cloudy
Gumushane,2023-09-22 18:12,11.6,5.4,72,Sunny
Hakkari,2023-09-22 18:12,12.5,7.9,31,Sunny
Hatay,2023-09-22 18:12,24.1,10.1,57,Sunny
Igdir,2023-09-22 18:12,28.0,3.6,28,Clear
Isparta,2023-09-22 18:12,30.0,24.1,19,Sunny
Istanbul,2023-09-22 18:12,27.0,6.1,32,Sunny
Izmir,2023-09-22 18:12,33.0,24.1,23,Sunny
Kahramanmaras,2023-09-22 18:12,24.4,9.0,20,Sunny
Karabuk,2023-09-22 18:12,18.3,6.5,43,Sunny
Karaman,2023-09-22 18:12,21.7,11.5,17,Sunny
Kars,2023-09-22 18:12,22.0,22.0,35,Partly cloudy
Kastamonu,2023-09-22 18:12,17.8,5.4,65,Sunny
Kayseri,2023-09-22 18:12,29.0,6.8,18,Partly cloudy
Kirikkale,2023-09-22 18:12,20.5,4.3,20,Sunny
Kirklareli,2023-09-22 18:12,26.3,13.0,34,Sunny
Kirsehir,2023-09-22 18:12,30.0,13.0,17,Partly cloudy
Kilis,2023-09-22 18:12,34.0,4.0,14,Sunny
Kocaeli,2023-09-22 18:12,31.0,6.1,11,Sunny
Konya,2023-09-22 18:12,29.0,3.6,13,Sunny
Kutahya,2023-09-22 18:12,20.4,12.2,32,Sunny
Malatya,2023-09-22 18:12,31.0,6.1,16,Partly cloudy
Manisa,2023-09-22 18:12,32.0,16.9,28,Sunny
Mardin,2023-09-22 18:12,29.9,3.6,13,Sunny
Mersin,2023-09-22 18:12,27.5,13.7,64,Sunny
Mugla,2023-09-22 18:12,24.9,6.5,29,Sunny
Mus,2023-09-22 18:12,30.0,6.8,17,Partly cloudy
Nevsehir,2023-09-22 18:12,30.0,13.0,17,Partly cloudy
Nigde,2023-09-22 18:12,18.2,4.0,31,Sunny
Ordu,2023-09-22 18:12,17.1,3.6,91,Partly cloudy
Osmaniye,2023-09-22 18:12,26.2,5.4,59,Sunny
Rize,2023-09-22 18:12,18.4,3.6,89,Sunny
Sakarya,2023-09-22 18:12,31.0,6.1,11,Sunny
Samsun,2023-09-22 18:12,24.0,11.2,74,Partly cloudy
Siirt,2023-09-22 18:12,26.0,4.3,17,Sunny
Sinop,2023-09-22 18:12,20.9,10.4,82,Sunny
Sivas,2023-09-22 18:12,25.0,9.0,22,Partly cloudy
Sirnak,2023-09-22 18:12,31.7,7.2,13,Sunny
Tekirdag,2023-09-22 18:12,27.0,13.0,39,Sunny
Tokat,2023-09-22 18:12,31.0,9.0,22,Sunny
Trabzon,2023-09-22 18:12,24.0,3.6,74,Partly cloudy
Tunceli,2023-09-22 18:12,19.1,5.4,23,Sunny
Usak,2023-09-22 18:12,30.0,20.2,17,Sunny
Van,2023-09-22 18:12,22.0,15.1,61,Partly cloudy
Yalova,2023-09-22 18:12,29.0,6.8,19,Sunny
Yozgat,2023-09-22 18:12,23.3,8.6,21,Sunny
Zonguldak,2023-09-22 18:12,24.0,16.9,65,Partly cloudy
Adana,2023-09-23 18:11,33.0,16.9,49,Sunny
Adiyaman,2023-09-23 18:11,29.2,6.1,15,Sunny
Afyonkarahisar,2023-09-23 18:11,21.9,11.9,28,Sunny
Agri,2023-09-23 18:11,15.1,6.8,57,Patchy rain possible
Aksaray,2023-09-23 18:11,20.9,9.7,25,Sunny
Amasya,2023-09-23 18:11,28.0,29.9,25,Sunny
Ankara,2023-09-23 18:11,30.0,6.8,19,Sunny
Antalya,2023-09-23 18:11,34.0,20.2,25,Sunny
Ardahan,2023-09-23 18:11,11.2,10.1,88,Patchy rain possible
Artvin,2023-09-23 18:11,24.0,6.8,83,Partly cloudy
Aydin,2023-09-23 18:11,36.0,6.8,24,Sunny
Balikesir,2023-09-23 18:11,35.0,19.1,22,Sunny
Bartin,2023-09-23 18:11,26.0,16.9,48,Sunny
Batman,2023-09-23 18:11,34.0,6.8,16,Sunny
Bayburt,2023-09-23 18:11,14.6,11.5,62,Patchy rain possible
Bilecik,2023-09-23 18:11,32.0,13.0,26,Sunny
Bingol,2023-09-23 18:11,22.1,10.8,21,Sunny
Bitlis,2023-09-23 18:11,31.0,3.6,16,Partly cloudy
Bolu,2023-09-23 18:11,20.3,3.6,46,Sunny
Burdur,2023-09-23 18:11,31.0,15.1,19,Sunny
Bursa,2023-09-23 18:11,32.0,13.0,26,Sunny
Canakkale,2023-09-23 18:11,32.0,9.0,36,Sunny
Cankiri,2023-09-23 18:11,21.0,3.6,28,Sunny
Corum,2023-09-23 18:11,20.1,13.0,41,Sunny
Denizli,2023-09-23 18:11,31.0,15.1,19,Sunny
Diyarbakir,2023-09-23 18:11,35.0,3.6,12,Sunny
Duzce,2023-09-23 18:11,20.3,3.6,46,Sunny
Edirne,2023-09-23 18:11,30.9,9.4,28,Sunny
Elazig,2023-09-23 18:11,32.0,13.0,15,Sunny
Erzincan,2023-09-23 18:11,30.0,3.6,14,Partly cloudy
Erzurum,2023-09-23 18:11,25.0,6.1,21,Partly cloudy
Eskisehir,2023-09-23 18:11,29.0,13.0,27,Sunny
Gaziantep,2023-09-23 18:11,34.0,11.2,16,Sunny
Giresun,2023-09-23 18:11,17.1,3.6,91,Sunny
Gumushane,2023-09-23 18:11,10.9,7.2,87,Sunny
Hakkari,2023-09-23 18:11,13.7,4.3,38,Sunny
Hatay,2023-09-23 18:11,24.7,9.4,53,Sunny
Igdir,2023-09-23 18:11,27.0,4.0,30,Partly cloudy
Isparta,2023-09-23 18:11,30.0,19.1,19,Sunny
Istanbul,2023-09-23 18:11,30.0,6.1,38,Sunny
Izmir,2023-09-23 18:11,34.0,16.9,32,Sunny
Kahramanmaras,2023-09-23 18:11,24.6,7.9,25,Sunny
Karabuk,2023-09-23 18:11,18.5,7.2,37,Sunny
Karaman,2023-09-23 18:11,21.5,13.0,23,Sunny
Kars,2023-09-23 18:11,22.0,19.1,35,Partly cloudy
Kastamonu,2023-09-23 18:11,18.0,6.1,42,Sunny
Kayseri,2023-09-23 18:11,29.0,9.0,16,Partly cloudy
Kirikkale,2023-09-23 18:11,29.0,3.6,18,Sunny
Kirklareli,2023-09-23 18:11,28.6,10.8,32,Sunny
Kirsehir,2023-09-23 18:11,30.0,15.1,16,Sunny
Kilis,2023-09-23 18:11,34.0,11.2,16,Sunny
Kocaeli,2023-09-23 18:11,31.0,16.9,26,Sunny
Konya,2023-09-23 18:11,28.0,11.2,20,Sunny
Kutahya,2023-09-23 18:11,21.0,13.7,33,Sunny
Malatya,2023-09-23 18:11,32.0,6.1,14,Partly cloudy
Manisa,2023-09-23 18:11,34.0,16.9,32,Sunny
Mardin,2023-09-23 18:11,29.8,3.6,13,Sunny
Mersin,2023-09-23 18:11,27.3,13.0,66,Sunny
Mugla,2023-09-23 18:11,25.8,8.3,27,Sunny
Mus,2023-09-23 18:11,31.0,3.6,16,Partly cloudy
Nevsehir,2023-09-23 18:11,30.0,15.1,16,Sunny
Nigde,2023-09-23 18:11,18.6,8.3,25,Sunny
Ordu,2023-09-23 18:11,17.1,3.6,91,Sunny
Osmaniye,2023-09-23 18:11,26.5,4.7,54,Sunny
Rize,2023-09-23 18:11,17.6,3.6,90,Partly cloudy
Sakarya,2023-09-23 18:11,31.0,16.9,26,Sunny
Samsun,2023-09-23 18:11,24.0,13.0,74,Partly cloudy
Siirt,2023-09-23 18:11,26.3,3.6,16,Partly cloudy
Sinop,2023-09-23 18:11,20.8,14.8,86,Sunny
Sivas,2023-09-23 18:11,24.0,28.1,25,Sunny
Sirnak,2023-09-23 18:11,29.0,3.6,12,Sunny
Tekirdag,2023-09-23 18:11,31.0,9.0,31,Sunny
Tokat,2023-09-23 18:11,29.0,20.2,23,Sunny
Trabzon,2023-09-23 18:11,24.0,6.8,78,Partly cloudy
Tunceli,2023-09-23 18:11,19.2,6.1,25,Sunny
Usak,2023-09-23 18:11,30.0,20.2,22,Partly cloudy
Van,2023-09-23 18:11,22.0,13.0,53,Partly cloudy
Yalova,2023-09-23 18:11,31.0,24.1,31,Sunny
Yozgat,2023-09-23 18:11,22.1,9.4,30,Sunny
Zonguldak,2023-09-23 18:11,26.0,16.9,48,Sunny
Adana,2023-09-24 18:10,31.0,16.9,63,Sunny
Adiyaman,2023-09-24 18:10,29.3,8.3,18,Sunny
Afyonkarahisar,2023-09-24 18:10,22.5,3.6,27,Sunny
Agri,2023-09-24 18:10,13.7,6.1,60,Patchy light rain with thunder
Aksaray,2023-09-24 18:10,22.3,7.9,27,Sunny
Amasya,2023-09-24 18:10,29.0,28.1,25,Sunny
Ankara,2023-09-24 18:10,30.0,6.1,19,Sunny
Antalya,2023-09-24 18:10,32.0,13.0,43,Sunny
Ardahan,2023-09-24 18:10,9.5,9.0,87,Patchy rain possible
Artvin,2023-09-24 18:10,24.0,6.8,78,Partly cloudy
Aydin,2023-09-24 18:10,36.0,9.0,18,Sunny
Balikesir,2023-09-24 18:10,33.0,24.1,24,Sunny
Bartin,2023-09-24 18:10,20.1,11.9,81,Sunny
Batman,2023-09-24 18:10,35.0,6.1,15,Clear
Bayburt,2023-09-24 18:10,13.9,5.0,69,Patchy rain possible
Bilecik,2023-09-24 18:10,31.0,13.0,27,Sunny
Bingol,2023-09-24 18:10,21.1,4.7,21,Sunny
Bitlis,2023-09-24 18:10,30.0,3.6,21,Partly cloudy
Bolu,2023-09-24 18:10,16.2,3.6,54,Sunny
Burdur,2023-09-24 18:10,30.0,3.6,19,Sunny
Bursa,2023-09-24 18:10,31.0,13.0,27,Sunny
Canakkale,2023-09-24 18:10,30.0,28.1,38,Sunny
Cankiri,2023-09-24 18:10,21.1,5.0,29,Sunny
Corum,2023-09-24 18:10,21.6,12.6,39,Sunny
Denizli,2023-09-24 18:10,30.0,3.6,19,Sunny
Diyarbakir,2023-09-24 18:11,34.0,4.0,12,Sunny
Duzce,2023-09-24 18:10,16.2,3.6,54,Sunny
Edirne,2023-09-24 18:11,28.6,24.5,36,Sunny
Elazig,2023-09-24 18:10,33.0,9.0,14,Partly cloudy
Erzincan,2023-09-24 18:11,30.0,3.6,19,Patchy light rain with thunder
Erzurum,2023-09-24 18:10,21.0,24.1,28,Patchy light rain with thunder
Eskisehir,2023-09-24 18:11,30.0,3.6,19,Sunny
Gaziantep,2023-09-24 18:10,32.0,15.1,18,Sunny
Giresun,2023-09-24 18:10,16.8,3.6,90,Sunny
Gumushane,2023-09-24 18:11,9.9,7.9,91,Patchy rain possible
Hakkari,2023-09-24 18:10,11.4,4.7,42,Patchy rain possible
Hatay,2023-09-24 18:10,23.2,10.4,54,Sunny
Igdir,2023-09-24 18:10,25.0,6.1,34,Partly cloudy
Isparta,2023-09-24 18:10,31.0,3.6,17,Sunny
Istanbul,2023-09-24 18:11,28.0,33.1,37,Sunny
Izmir,2023-09-24 18:11,33.0,13.0,36,Sunny
Kahramanmaras,2023-09-24 18:10,25.0,9.7,38,Sunny
Karabuk,2023-09-24 18:10,19.5,7.2,39,Sunny
Karaman,2023-09-24 18:10,21.7,9.7,23,Sunny
Kars,2023-09-24 18:10,16.0,25.9,68,Moderate or heavy rain with thunder
Kastamonu,2023-09-24 18:10,19.2,9.0,50,Sunny
Kayseri,2023-09-24 18:10,29.0,11.2,16,Partly cloudy
Kirikkale,2023-09-24 18:11,29.0,3.6,18,Sunny
Kirklareli,2023-09-24 18:11,28.0,28.1,45,Sunny
Kirsehir,2023-09-24 18:11,30.0,13.0,16,Sunny
Kilis,2023-09-24 18:11,32.0,15.1,18,Sunny
Kocaeli,2023-09-24 18:11,28.0,22.0,40,Sunny
Konya,2023-09-24 18:11,29.0,3.6,18,Sunny
Kutahya,2023-09-24 18:11,21.3,7.9,27,Sunny
Malatya,2023-09-24 18:11,32.0,3.6,18,Partly cloudy
Manisa,2023-09-24 18:11,33.0,13.0,36,Sunny
Mardin,2023-09-24 18:11,31.1,10.1,14,Sunny
Mersin,2023-09-24 18:11,27.1,8.3,70,Sunny
Mugla,2023-09-24 18:11,25.8,7.2,21,Sunny
Mus,2023-09-24 18:11,30.0,3.6,21,Partly cloudy
Nevsehir,2023-09-24 18:11,30.0,13.0,16,Sunny
Nigde,2023-09-24 18:11,18.8,7.9,32,Sunny
Ordu,2023-09-24 18:11,16.8,3.6,90,Sunny
Osmaniye,2023-09-24 18:11,22.0,4.3,67,Sunny
Rize,2023-09-24 18:11,18.1,3.6,90,Partly cloudy
Sakarya,2023-09-24 18:11,28.0,22.0,40,Sunny
Samsun,2023-09-24 18:11,23.0,11.2,78,Partly cloudy
Siirt,2023-09-24 18:11,26.4,3.6,16,Sunny
Sinop,2023-09-24 18:11,21.1,7.6,85,Sunny
Sivas,2023-09-24 18:11,24.0,28.1,24,Partly cloudy
Sirnak,2023-09-24 18:11,28.7,3.6,13,Sunny
Tekirdag,2023-09-24 18:11,28.0,28.1,45,Sunny
Tokat,2023-09-24 18:11,18.8,9.0,52,Sunny
Trabzon,2023-09-24 18:11,23.0,9.0,83,Partly cloudy
Tunceli,2023-09-24 18:11,18.9,10.8,33,Sunny
Usak,2023-09-24 18:11,24.5,7.9,21,Sunny
Van,2023-09-24 18:11,23.0,6.1,38,Partly cloudy
Yalova,2023-09-24 18:11,27.0,28.1,51,Sunny
Yozgat,2023-09-24 18:11,21.7,10.1,30,Sunny
Zonguldak,2023-09-24 18:11,24.0,22.0,74,Sunny
Adana,2023-09-25 18:13,31.0,16.9,63,Sunny
Adiyaman,2023-09-25 18:13,29.1,5.4,19,Sunny
Afyonkarahisar,2023-09-25 18:13,30.0,6.8,16,Partly cloudy
Agri,2023-09-25 18:13,9.8,8.6,74,Clear
Aksaray,2023-09-25 18:13,22.9,13.3,20,Sunny
Amasya,2023-09-25 18:13,25.0,31.0,47,Partly cloudy
Ankara,2023-09-25 18:13,31.0,3.6,19,Sunny
Antalya,2023-09-25 18:13,29.0,15.1,62,Sunny
Ardahan,2023-09-25 18:13,11.4,6.1,73,Patchy rain possible
Artvin,2023-09-25 18:13,25.0,6.8,79,Clear
Aydin,2023-09-25 18:13,34.0,19.1,28,Sunny
Balikesir,2023-09-25 18:13,29.0,28.1,45,Sunny
Bartin,2023-09-25 18:13,25.0,20.2,74,Partly cloudy
Batman,2023-09-25 18:13,34.0,9.0,19,Clear
Bayburt,2023-09-25 18:13,12.3,11.5,69,Sunny
Bilecik,2023-09-25 18:13,28.0,15.1,45,Sunny
Bingol,2023-09-25 18:13,21.1,10.1,23,Sunny
Bitlis,2023-09-25 18:13,26.0,13.0,24,Partly cloudy
Bolu,2023-09-25 18:13,20.0,3.6,73,Sunny
Burdur,2023-09-25 18:13,32.0,11.2,18,Partly cloudy
Bursa,2023-09-25 18:13,28.0,15.1,45,Sunny
Canakkale,2023-09-25 18:13,28.0,38.9,55,Partly cloudy
Cankiri,2023-09-25 18:13,21.6,7.2,30,Sunny
Corum,2023-09-25 18:14,20.9,15.8,44,Sunny
Denizli,2023-09-25 18:13,31.0,15.1,18,Sunny
Diyarbakir,2023-09-25 18:14,33.0,6.8,15,Partly cloudy
Duzce,2023-09-25 18:14,26.0,16.9,58,Partly cloudy
Edirne,2023-09-25 18:14,23.3,21.2,52,Sunny
Elazig,2023-09-25 18:14,33.0,13.0,14,Partly cloudy
Erzincan,2023-09-25 18:14,30.0,19.1,17,Partly cloudy
Erzurum,2023-09-25 18:14,20.0,20.2,35,Patchy light rain with thunder
Eskisehir,2023-09-25 18:14,31.0,11.2,19,Sunny
Gaziantep,2023-09-25 18:14,34.0,6.1,14,Sunny
Giresun,2023-09-25 18:14,16.9,3.6,91,Sunny
Gumushane,2023-09-25 18:14,10.5,8.3,89,Sunny
Hakkari,2023-09-25 18:14,13.8,8.3,32,Patchy rain possible
Hatay,2023-09-25 18:14,22.7,11.9,65,Sunny
Igdir,2023-09-25 18:14,23.0,9.0,38,Partly cloudy
Isparta,2023-09-25 18:14,32.0,11.2,18,Partly cloudy
Istanbul,2023-09-25 18:14,25.0,42.8,65,Partly cloudy
Izmir,2023-09-25 18:14,30.0,15.1,43,Sunny
Kahramanmaras,2023-09-25 18:14,26.7,10.4,40,Sunny
Karabuk,2023-09-25 18:14,20.4,6.5,46,Sunny
Karaman,2023-09-25 18:14,22.6,9.4,20,Partly cloudy
Kars,2023-09-25 18:14,13.0,24.1,82,Moderate or heavy rain with thunder
Kastamonu,2023-09-25 18:14,19.2,8.3,51,Sunny
Kayseri,2023-09-25 18:14,28.0,13.0,16,Sunny
Kirikkale,2023-09-25 18:14,30.0,16.9,18,Sunny
Kirklareli,2023-09-25 18:14,21.0,29.2,69,Overcast
Kirsehir,2023-09-25 18:14,29.0,16.9,13,Sunny
Kilis,2023-09-25 18:14,34.0,6.1,14,Sunny
Kocaeli,2023-09-25 18:14,26.0,16.9,58,Partly cloudy
Konya,2023-09-25 18:14,29.0,15.1,18,Sunny
Kutahya,2023-09-25 18:14,22.4,12.2,27,Sunny
Malatya,2023-09-25 18:14,31.0,6.8,18,Sunny
Manisa,2023-09-25 18:14,30.0,15.1,43,Sunny
Mardin,2023-09-25 18:14,31.0,12.2,18,Sunny
Mersin,2023-09-25 18:14,26.9,12.2,72,Sunny
Mugla,2023-09-25 18:14,23.7,5.8,40,Sunny
Mus,2023-09-25 18:14,26.0,13.0,24,Partly cloudy
Nevsehir,2023-09-25 18:13,29.0,16.9,13,Sunny
Nigde,2023-09-25 18:14,18.5,8.3,23,Sunny
Ordu,2023-09-25 18:14,16.9,3.6,91,Sunny
Osmaniye,2023-09-25 18:14,23.8,6.8,78,Sunny
Rize,2023-09-25 18:14,19.1,3.6,89,Partly cloudy
Sakarya,2023-09-25 18:14,26.0,16.9,58,Partly cloudy
Samsun,2023-09-25 18:14,24.0,13.0,78,Partly cloudy
Siirt,2023-09-25 18:14,26.0,13.0,24,Partly cloudy
Sinop,2023-09-25 18:14,21.3,9.7,84,Sunny
Sivas,2023-09-25 18:14,22.0,29.9,29,Sunny
Sirnak,2023-09-25 18:14,29.1,6.5,17,Sunny
Tekirdag,2023-09-25 18:14,24.0,42.8,65,Partly cloudy
Tokat,2023-09-25 18:13,28.0,6.8,30,Sunny
Trabzon,2023-09-25 18:14,23.0,6.1,73,Partly cloudy
Tunceli,2023-09-25 18:14,18.4,5.0,29,Sunny
Usak,2023-09-25 18:14,31.0,6.1,16,Sunny
Van,2023-09-25 18:14,21.0,6.1,35,Moderate or heavy rain with thunder
Yalova,2023-09-25 18:14,25.0,34.9,65,Sunny
Yozgat,2023-09-25 18:14,20.6,11.2,38,Sunny
Zonguldak,2023-09-25 18:14,25.0,20.2,74,Partly cloudy
Adana,2023-09-26 18:13,31.0,16.9,63,Partly cloudy
Adiyaman,2023-09-26 18:13,28.4,4.7,17,Sunny
Afyonkarahisar,2023-09-26 18:13,30.0,3.6,18,Sunny
